,Name,Attendance,Capacity (%),Day,Gross,Gross Potential,Month,Performances,Weeks,Sentimentality,Category,Synopsis,First Week,Grand Mean,Tony Season,Best Actor,Best Actress,Best Director,Best Musical,Best Revival,Total Tonys,Unnamed: 0,Censored
93,Pippin,7019.840425531915,89.3936170212766,15.882978723404255,732341.2127659575,71.53191489361703,7.042553191489362,7.542553191489362,94,0.19255555600000002,Positive,"Pippin is a 1972 musical with music and lyrics by Stephen Schwartz and a book by Roger O. Hirson. Bob Fosse, who directed the original Broadway production, also contributed to the libretto. The musical uses the premise of a mysterious performance troupe, led by a Leading Player, to tell the story of Pippin, a young prince on his search for meaning and significance.
The protagonist Pippin and his father Charlemagne are characters derived from two real-life individuals of the early Middle Ages, though the plot is fictional and presents no historical accuracy regarding either.  The show was partially financed by Motown Records. As of February 2018, the original run of Pippin is the 34th longest-running Broadway show.
Ben Vereen and Patina Miller won Tony Awards for their portrayals of the Leading Player in the original Broadway production and the 2013 revival, respectively, making them the first actors to win Tonys for Best Leading Actor and Best Leading Actress in a Musical, for the same role.",20.0,18.45744681,1.0,0.0,0.0,1.0,0.0,1.0,2.0,93.0,1.0
94,Porgy And Bess '11,7170.341463414634,68.8780487804878,15.121951219512194,643450.0731707317,50.73170731707317,5.2682926829268295,7.146341463414634,41,0.145833333,Positive,"Porgy and Bess is an English-language opera by the American composer George Gershwin, with a libretto written by author DuBose Heyward and lyricist Ira Gershwin. It was adapted from Dorothy Heyward and DuBose Heyward's play Porgy, itself an adaptation of DuBose Heyward's 1925 novel of the same name.
Porgy and Bess was first performed in Boston on September 30, 1935, before it moved to Broadway in New York City. It featured a cast of classically trained African-American singers—a daring artistic choice at the time. After suffering from an initially unpopular public reception due in part to its racially charged theme, a 1976 Houston Grand Opera production gained it new popularity, and it is now one of the best-known and most frequently performed operas.
Gershwin read Porgy in 1926 and proposed to Heyward to collaborate on an operatic version. In 1934, Gershwin and Heyward began work on the project by visiting the author's native Charleston, South Carolina. In a 1935 New York Times article, Gershwin explained why he called Porgy and Bess a folk opera: 

Porgy and Bess is a folk tale. Its people naturally would sing folk music. When I first began work in the music I decided against the use of original folk material because I wanted the music to be all of one piece. Therefore I wrote my own spirituals and folksongs. But they are still folk music – and therefore, being in operatic form, Porgy and Bess becomes a folk opera.
The libretto of Porgy and Bess tells the story of Porgy, a disabled black street-beggar living in the slums of Charleston. It deals with his attempts to rescue Bess from the clutches of Crown, her violent and possessive lover, and Sportin' Life, her drug dealer. The opera plot generally follows the stage play.
In the years following Gershwin's death, Porgy and Bess was adapted for smaller scale performances. It was adapted as a film in 1959. Some of the songs in the opera, such as ""Summertime"", became popular and frequently recorded songs.
In the late 20th and early 21st centuries, the trend has been toward productions with greater fidelity to Gershwin's original intentions. Smaller-scale productions also continue to be mounted. A complete recorded version of the score was released in 1976; since then, it has been recorded several times.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0
95,Priscilla Queen Of The Desert,8936.36231884058,66.3768115942029,15.420289855072463,706723.2028985508,48.65217391304348,5.956521739130435,7.6231884057971016,69,0.0,Neutral,"Priscilla, Queen of the Desert is a musical with a book by Australian film director-writer Stephan Elliott and Allan Scott, using well-known pop songs as its score. Adapted from Elliott's 1994 film The Adventures of Priscilla, Queen of the Desert, the musical tells the story of two drag queens and a transgender woman, who contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. As they head west from Sydney aboard their lavender bus, Priscilla, the three friends come to the forefront of a comedy of errors, encountering a number of strange characters, as well as incidents of homophobia, while widening comfort zones and finding new horizons.
Produced by Allan Scott in coalition with Back Row Productions, Michael Chugg, Michael Hamlyn and John Frost, the Simon Phillips-directed and Ross Coleman-choreographed original production of Priscilla debuted in Australia at the Lyric Theatre, Sydney in October 2006. Having had a successful run in Sydney, the production transferred to Melbourne in 2007 and then Auckland, New Zealand in 2008, before returning to Sydney for a limited engagement. The Australasian success of Priscilla provoked a two-year strong West End production in addition to its Bette Midler-produced Broadway debut in 2011. While the original production received one out of its seven Helpmann Award nominations, Priscilla was nominated for the Laurence Olivier Award for Best New Musical as well as two Tony Awards, winning these awards in the costume design categories.",57.71428571,32.76811594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0
96,"Promises, Promises",11596.536585365853,85.63414634146342,15.75609756097561,1047608.1951219512,67.17073170731707,7.682926829268292,7.048780487804878,41,0.0,Positive,"Promises, Promises is a musical that premiered in 1968, based on the 1960 film The Apartment. The music is by Burt Bacharach, lyrics by Hal David, and book by Neil Simon.  Musical numbers for the original Broadway production were choreographed by Michael Bennett. Robert Moore directed, and David Merrick produced. The story concerns a junior executive at an insurance company who seeks to climb the corporate ladder by allowing his apartment to be used by his married superiors for trysts.
The original Broadway production premiered in 1968, with Jerry Orbach as Chuck Baxter and Jill O'Hara as Fran Kubelik and ran for 1,281 performances.  A London production opened in 1969 featuring Tony Roberts and Betty Buckley. The cast album won the Grammy Award for Best Musical Theater Album, and two songs from the show (the title tune and ""I'll Never Fall in Love Again"") became hit singles for Dionne Warwick.",45.85714286,26.09756098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0
97,Ragtime '09,7715.583333333333,70.83333333333333,14.916666666666666,502522.9166666667,42.416666666666664,9.583333333333334,5.416666666666667,12,0.0,Neutral,"Ragtime is a musical with a book by Terrence McNally, lyrics by Lynn Ahrens, and music by Stephen Flaherty. The music includes marches, cakewalks, gospel and ragtime.
Based on the 1975 novel by E. L. Doctorow, Ragtime tells the story of three groups in the United States in the early 20th century: African Americans, represented by Coalhouse Walker Jr., a Harlem musician; upper-class suburbanites, represented by Mother, the matriarch of a white upper-class family in New Rochelle, New York; and Eastern European immigrants, represented by Tateh, a Jewish immigrant from Latvia.
Historical figures including Harry Houdini, Evelyn Nesbit, Booker T. Washington, J. P. Morgan, Henry Ford, Stanford White, Harry Kendall Thaw, Admiral Peary, Matthew Henson, and Emma Goldman are represented in the stories.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0
98,Rain: A Tribute To The Beatles On Broadway,6860.763157894737,70.55263157894737,16.210526315789473,474064.05263157893,44.921052631578945,6.131578947368421,7.894736842105263,38,0.0,Neutral,"Rain: A Tribute to the Beatles, styled RAIN, is a Beatles tribute and later a theatrical production. Rain gives audiences the experience of seeing Beatles' songs performed live that were never done so by the band itself. The longest-running Beatles tribute act, it predates the popular Broadway show Beatlemania by several years. Rain has played Broadway, and toured for years.
The show takes the form of a roughly chronological history of The Beatles via their music. About 30 songs are performed during the show. Other than some onstage banter, there is very little dialogue during the production, which consists mostly of exact re-enactments of the Beatles' music. The multimedia production uses high-definition backdrops that feature psychedelic effects, vintage television commercials, and video footage of Rain cast members recreating iconic Beatle moments. For legal reasons, Rain never calls its performers the names of the actual members of The Beatles.Each production of Rain features two performers for each member of the Beatles, who alternate shows; plus an off-stage keyboardist to replicate the studio sounds familiar from later Beatles records.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0
99,Rent,7419.527777777777,78.83333333333333,15.472222222222221,472145.05555555556,61.52777777777778,4.722222222222222,7.972222222222222,36,0.0,Neutral,"Rent is a rock musical with music, lyrics, and book by Jonathan Larson, loosely based on Giacomo Puccini's opera La Bohème. It tells the story of a group of impoverished young artists struggling to survive and create a life in Lower Manhattan's East Village in the thriving days of Bohemian Alphabet City, under the shadow of HIV/AIDS.
The musical was first seen in a workshop production at New York Theatre Workshop in 1993. This same Off-Broadway theatre was also the musical's initial home following its official 1996 opening. The show's creator, Jonathan Larson, died suddenly of an aortic dissection, believed to have been caused by undiagnosed Marfan syndrome, the night before the Off-Broadway premiere. The musical moved to Broadway's larger Nederlander Theatre on April 29, 1996.On Broadway, Rent gained critical acclaim and won several awards. The Broadway production closed on September 7, 2008, after a 12-year run of 5,123 performances. On February 14, 2016, the musical Wicked surpassed Rent's number of performances with a 2pm matinee, pushing Rent from the tenth- to eleventh-longest-running Broadway show. The production grossed over $280 million.The success of the show led to several national tours and numerous foreign productions. In 2005, it was adapted into a motion picture featuring most of the original cast members.",80.28571429,83.39430894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0
100,Rock Of Ages,5003.474576271186,88.46440677966102,15.759322033898306,437139.26101694914,67.98983050847458,6.776271186440678,7.8915254237288135,295,0.0,Neutral,"Rock of Ages is a jukebox musical built around classic rock songs from the 1980s, especially from the famous glam metal bands of that decade. The musical features songs from Styx, Journey, Bon Jovi, Pat Benatar, Twisted Sister, Steve Perry, Poison and Europe, among other well-known rock bands. It was written by Chris D'Arienzo, directed by Kristin Hanggi and choreographed by Kelly Devine with music supervision, arrangements and orchestrations by Ethan Popp.
During the performance, the performers frequently break the ""fourth wall"", directly addressing the audience and seemingly forgetting (or perhaps reminding the audience) that they are actors in a musical. Despite the musical's title, the Def Leppard song of the same name is not included in the musical.
The original Broadway production ran for 2,328 performances, closing on January 18, 2015 tied as the 29th-longest running show in Broadway history. Since debuting on the Great White Way in 2009, it has spawned replica productions worldwide in Japan, Australia and the United Kingdom among others, as well as several touring productions.",6.714285714,10.62857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0
101,Rocky,8718.518518518518,74.88888888888889,15.333333333333334,711929.6296296297,56.407407407407405,5.074074074074074,6.666666666666667,27,0.0,Neutral,"Rocky: The Musical (originally Rocky: Das Musical)  is a 2012 musical with music by Stephen Flaherty, lyrics by Lynn Ahrens, and a book by Thomas Meehan and Sylvester Stallone, based on the 1976 film of the same name written by Stallone. The show held its world premiere in Hamburg in 2012 and opened on Broadway in 2014 at the Winter Garden Theatre.

",56.0,59.93989071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,1.0
102,Scandalous,4690.666666666667,56.111111111111114,14.666666666666666,190991.55555555556,22.333333333333332,10.88888888888889,3.2222222222222223,9,0.0,Neutral,"Scandalous: The Life and Trials of Aimee Semple McPherson is a musical with a book and lyrics by Kathie Lee Gifford and music by David Pomeranz and David Friedman. The musical has had productions in 2005 at the White Plains, New York Performing Arts Center, at the Signature Theatre in 2007, in 2011 at the 5th Avenue Theatre in Seattle and in 2012 on Broadway. The musical is based on the life of Aimee Semple McPherson.

",27.71428571,25.19298246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0
103,School Of Rock,10543.025,89.75,16.25,1043174.1,70.95,5.55,7.2,40,0.0,Neutral,"School of Rock is a rock musical with music by Andrew Lloyd Webber, lyrics by Glenn Slater and a book by Julian Fellowes. Based on the 2003 film of the same name, written by Mike White, the musical follows Dewey Finn, an out-of-work rock singer and guitarist who pretends to be a substitute teacher at a prestigious prep school. After identifying the musical talent in his students, Dewey forms a band of fifth-graders, in an attempt to win the upcoming Battle of the Bands contest.
The musical was announced in December 2014 and opened just under a year later on December 6, 2015. Prior to School of Rock's debut, staged concerts were held at the Gramercy Theatre in Manhattan in June 2015. It made its Broadway debut and world premiere at the Winter Garden Theatre on December 6, 2015 following previews that began on November 9, 2015, with direction by Laurence Connor and choreography by JoAnn M. Hunter, and starring Alex Brightman and Sierra Boggess as Dewey Finn and Rosalie Mullins, respectively. The musical made its West End debut at the Gillian Lynne Theatre on November 14, 2016.",61.28571429,63.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0
104,She Loves Me 2016,6934.9047619047615,89.0,15.19047619047619,559245.5714285715,64.0,4.523809523809524,6.285714285714286,21,0.0,Neutral,"She Loves Me is a musical with a book by Joe Masteroff, lyrics by Sheldon Harnick, and music by Jerry Bock.
The musical is the third adaptation of the 1937 play Parfumerie by Hungarian playwright Miklós László, following the 1940 James Stewart-Margaret Sullavan film The Shop Around the Corner and the 1949 Judy Garland-Van Johnson musical version In the Good Old Summertime. It surfaced again in 1998 as the Tom Hanks-Meg Ryan feature You've Got Mail. The plot revolves around Budapest shop employees Georg Nowack and Amalia Balash who, despite being consistently at odds with each other at work, are unaware that each is the other's secret pen pal met through lonely-hearts ads.
The musical premiered on Broadway in 1963, and subsequently had productions in the West End in 1964 and award-winning revivals on each side of the Atlantic in the 1990s, as well as regional productions. She Loves Me was revived again on Broadway in 2016, and the production became the first Broadway show ever to be live-streamed.",3.0,5.631205673999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,1.0
105,Shrek The Musical,9939.016393442624,73.40983606557377,15.639344262295081,760023.3770491803,55.26229508196721,7.081967213114754,7.229508196721311,61,0.0,Neutral,"Shrek The Musical is a musical with music by Jeanine Tesori and book and lyrics by David Lindsay-Abaire. It is based on the 2001 DreamWorks Animation film Shrek and William Steig's 1990 book Shrek!. After a trial run in Seattle, the original Broadway production opened in December 2008 and closed after a run of over 12 months in January 2010. It was followed by a tour of the United States which opened in 2010, and a re-vamped West End production from June 2011 to February 2013. Since its debut, the musical's rights have been available for independent theaters overseas, who have chosen to stage their own versions.
A high definition filming of the Broadway production was released on DVD, Blu-ray and digital download on October 15, 2013 in North America and December 2, 2013 in the United Kingdom. The digital version of the film is now available on Netflix as of January 2014.",51.14285714,28.57377049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0
106,Shuffle Along,6927.315789473684,99.15789473684211,15.368421052631579,798655.0,80.36842105263158,5.2105263157894735,5.2631578947368425,19,0.0,Positive,"Shuffle Along is a musical with music and lyrics by Noble Sissle and Eubie Blake, and a thin revue-style connecting plot about a mayoral race, written by Flournoy Miller and Aubrey Lyles.The piece premiered on Broadway in 1921, running for 504 performances – an unusually long run during that decade. It launched the careers of Josephine Baker, Adelaide Hall, Florence Mills, Fredi Washington and Paul Robeson, and became such a hit that it caused ""curtain time traffic jams"" on West 63rd Street. It had brief revivals in 1933 and 1952. 
Shuffle Along, or, the Making of the Musical Sensation of 1921 and All That Followed is a musical adaptation based on the original book of the 1921 musical, focusing on the challenges of mounting the original production of Shuffle Along and its effect on Broadway and race relations.",4.0,5.464566929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0
107,Side Show 2014,7384.4,73.7,15.4,496302.9,44.0,10.4,5.6,10,0.0,Negative,"Side Show is a musical by Bill Russell (book and lyrics) and Henry Krieger (music) based on the lives of Daisy and Violet Hilton, conjoined twins who became famous stage performers in the 1930s.
The musical opened October 16, 1997, on Broadway; Robert Longbottom directed and choreographed, and the cast starred Emily Skinner as Daisy and Alice Ripley as Violet. Despite receiving some positive reviews, the show closed after 91 performances.  A Broadway revival opened in November 2014, and closed after 56 performances.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0
108,Sister Act,9620.986666666666,72.86666666666666,15.493333333333334,700123.16,48.28,6.253333333333333,7.48,75,0.0,Neutral,"Sister Act is a musical based on the hit 1992 film of the same name with music by Alan Menken, lyrics by Glenn Slater, book by Bill and Cheri Steinkellner, and additional book material by Douglas Carter Beane. After having a regional premiere in 2006 in Pasadena, California, the original West End production opened on June 2, 2009 at the London Palladium, starring Patina Miller and produced by Stage Entertainment and Whoopi Goldberg. Subsequent productions have been seen on Broadway and in many countries around the world.",78.71428571,59.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0
109,Something Rotten!,9719.602739726028,78.28767123287672,16.041095890410958,826201.6438356164,62.54794520547945,6.2465753424657535,7.506849315068493,73,0.0,Neutral,"Something Rotten! is an original musical comedy with a book by John O'Farrell and Karey Kirkpatrick and music and lyrics by Karey and Wayne Kirkpatrick.  Set in 1595, the story follows the Bottom brothers, Nick and Nigel, who struggle to find success in the theatrical world, as they compete with the wild popularity of their contemporary William Shakespeare.
Something Rotten! opened on Broadway at the St. James Theatre in previews on March 23, 2015, and officially opened on April 22, 2015. It was nominated for ten Tony Awards, including Best Musical, and won one (Christian Borle as Best Featured Actor in a Musical). Its cast album received a nomination for the 2016 Grammy Award for Best Musical Theater Album.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0
110,Soul Doctor,3976.153846153846,75.46153846153847,15.461538461538462,149266.07692307694,21.76923076923077,8.538461538461538,5.076923076923077,13,0.0,Neutral,"Soul Doctor - Journey of a Rockstar Rabbi is a Broadway musical that details the life of Rabbi Shlomo Carlebach, with music and lyrics by Shlomo Carlebach and David Schechter, and book and direction by Daniel Wise. The Soul Doctor show debuted at Le Petit Theatre du Vieux Carre in New Orleans, and had subsequent runs at The Colony Theater in Miami, The Parker Playhouse in Ft Lauderdale, and The New York Theatre Workshop in New York City. The Broadway production started previews in July 2013 with its official opening night taking place August 15, 2013 at Broadway's Circle in the Square Theatre.

",31.42857143,28.90588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0
111,South Pacific,7428.053846153846,89.83076923076923,15.753846153846155,742222.0692307692,76.98461538461538,6.2846153846153845,7.661538461538462,130,0.0,Positive,"South Pacific is a musical composed by Richard Rodgers, with lyrics by Oscar Hammerstein II and book by Hammerstein and Joshua Logan. The work premiered in 1949 on Broadway and was an immediate hit, running for 1,925 performances. The plot is based on James A. Michener's Pulitzer Prize-winning 1947 book Tales of the South Pacific and combines elements of several of those stories. Rodgers and Hammerstein believed they could write a musical based on Michener's work that would be financially successful and, at the same time, send a strong progressive message on racism.
The plot centers on an American nurse stationed on a South Pacific island during World War II, who falls in love with a middle-aged expatriate French plantation owner but struggles to accept his mixed-race children. A secondary romance, between a U.S. lieutenant and a young Tonkinese woman, explores his fears of the social consequences should he marry his Asian sweetheart. The issue of racial prejudice is candidly explored throughout the musical, most controversially in the lieutenant's song, ""You've Got to Be Carefully Taught"".  Supporting characters, including a comic petty officer and the Tonkinese girl's mother, help to tie the stories together.  Because he lacked military knowledge, Hammerstein had difficulty writing that part of the script; the director of the original production, Logan, assisted him and received credit as co-writer of the book.
The original Broadway production enjoyed immense critical and box-office success, became the second-longest running Broadway musical to that point (behind Rodgers and Hammerstein's earlier Oklahoma! (1943)), and has remained popular ever since. After they signed Ezio Pinza and Mary Martin as the leads, Rodgers and Hammerstein wrote several of the songs with the particular talents of their stars in mind.  The piece won the Pulitzer Prize for Drama in 1950.  Especially in the Southern U.S., its racial theme provoked controversy, for which its authors were unapologetic. Several of its songs, including ""Bali Ha'i"", ""I'm Gonna Wash That Man Right Outa My Hair"", ""Some Enchanted Evening"", ""There Is Nothing Like a Dame"", ""Happy Talk"", ""Younger Than Springtime"", and ""I'm in Love with a Wonderful Guy"", have become popular standards.
The production won ten Tony Awards, including Best Musical, Best Score, and Best Libretto, and it is the only musical production to win Tony Awards in all four acting categories. Its original cast album was the bestselling record of the 1940s, and other recordings of the show have also been popular. The show has enjoyed many successful revivals and tours, spawning a 1958 film and television adaptations. The 2008 Broadway revival, a critical success, ran for 996 performances and won seven Tonys, including Best Musical Revival.",50.57142857,41.45384615,1.0,0.0,0.0,1.0,0.0,1.0,2.0,111.0,1.0
112,Spider-Man Turn Off The Dark,12927.925,87.56875,15.7,1327537.75,73.31875,6.675,6.6625,160,0.0,Negative,"Spider-Man: Turn Off the Dark is a musical with music and lyrics by Bono and The Edge, and a book by Julie Taymor and Glen Berger, with revisions by Roberto Aguirre-Sacasa.
The musical is based on the Spider-Man comics created by Stan Lee and Steve Ditko, published by Marvel Comics, as well as the 2002 film and the Greek myth of Arachne. It tells Spider-Man's origin story, his romance with Mary Jane and his battles with the Green Goblin. The show includes highly technical stunts, such as aerial combat scenes and actors swinging from ""webs"".The Broadway production was notorious for its many troubles. Several actors were injured performing stunts and the opening night was repeatedly pushed back to give the creative team more time to work, causing some critics to review the 'unfinished' production in protest. Following negative reviews, Spider-Man: Turn Off the Dark suspended performances for a month to retool the show. Long-time Spider-Man comics writer Roberto Aguirre-Sacasa was brought in to revise the story and book. Director Julie Taymor, whose vision had driven the concept of the musical, was replaced by creative consultant Philip William McKinley. By the time Spider-Man: Turn Off the Dark officially opened on June 14, 2011, it had set the record for the longest preview period in Broadway history – 182 performances.Critical reception of the opening was better than for the previews, but mixed, with praise for the visual effects but little enthusiasm for the book and score. Spider-Man: Turn Off the Dark is the most expensive Broadway production in history, and also once held the box office record for Broadway sales in one week, taking in $2.9 million over nine performances. The production closed on January 4, 2014.",57.71428571,11.03680982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.0
113,Spring Awakening,6348.586666666667,74.28,15.706666666666667,448709.94666666666,52.96,6.8933333333333335,7.666666666666667,75,0.0,Positive,"Spring Awakening is a rock musical with music by Duncan Sheik and a book and lyrics by Steven Sater. It is based on the 1891 German play Spring Awakening by Frank Wedekind. Set in late 19th-century Germany, the musical tells the story of teenagers discovering the inner and outer tumult of teenage sexuality. In the musical, alternative rock is employed as part of the folk-infused rock score.
Following its conception in the late 1990s and various workshops, concerts, rewrites and its Off-Broadway debut, the original Broadway production of Spring Awakening opened at the Eugene O'Neill Theatre on December 10, 2006. Its cast included Jonathan Groff, Lea Michele, Skylar Astin and John Gallagher Jr. while its creative team comprised director Michael Mayer and choreographer Bill T. Jones. The original Broadway production won eight Tony Awards, including Tonys for Best Musical, Direction, Book, Score and Featured Actor. The production also garnered four Drama Desk Awards, while its original cast album received a Grammy Award. In addition, the show was revived in 2015 on Broadway and garnered three Tony Award nominations, among other honors.
The success of the Broadway production has spawned several other productions worldwide, including various US productions, a short West End production that won four Laurence Olivier Awards including Best New Musical, and a series of international productions.",59.0,39.63541667,0.0,1.0,1.0,1.0,1.0,0.0,4.0,113.0,1.0
114,Sunday In The Park With George '08,6824.521739130435,86.47826086956522,15.652173913043478,383165.8695652174,49.52173913043478,3.9130434782608696,6.478260869565218,23,0.0,Neutral,"Sunday in the Park with George is a musical with music and lyrics by Stephen Sondheim and book by James Lapine. It was inspired by the French pointillist painter Georges Seurat's painting A Sunday Afternoon on the Island of La Grande Jatte. The plot revolves around George, a fictionalized version of Seurat, who immerses himself deeply in painting his masterpiece, and his great-grandson (also named George), a conflicted and cynical contemporary artist. The Broadway production opened in 1984.
The musical won the 1985 Pulitzer Prize for Drama, two Tony Awards for design (and a nomination for Best Musical), numerous Drama Desk Awards, the 1991 Olivier Award for Best Musical and the 2007 Olivier Award for Outstanding Musical Production. It has enjoyed several major revivals, including the 2005-06 UK production first presented at the Menier Chocolate Factory and its subsequent 2008 Broadway transfer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0
115,The 25Th Annual Putnam County Spelling Bee,4330.666666666667,79.0,13.0,252786.66666666666,55.333333333333336,1.0,8.0,3,0.0,Neutral,"The 25th Annual Putnam County Spelling Bee is a musical comedy with music and lyrics by William Finn, a book by Rachel Sheinkin, conceived by Rebecca Feldman with additional material by Jay Reiss. The show centers on a fictional spelling bee set in a geographically ambiguous Putnam Valley Middle School. Six quirky adolescents compete in the Bee, run by three equally quirky grown-ups.
The 2005 Broadway production, directed by James Lapine and produced by David Stone, James L. Nederlander, Barbara Whitman, Patrick Catullo, Barrington Stage Company and Second Stage Theater, earned good reviews and box-office success and was nominated for six Tony Awards, winning two, including Best Book. The show has spawned various other productions in the United States, and other countries.
An unusual aspect of the show is that four real audience members are invited on stage to compete in the spelling bee alongside the six young characters. During the 2005 Tony Awards, former Presidential candidate Al Sharpton competed. Another amusing aspect of the show is that the official pronouncer, usually an improv comedian, provides ridiculous usage-in-a-sentence examples when asked to use words in a sentence. For instance, for the word ""palaestra"", he says, ""Euripides said, 'What happens at the palaestra stays at the palaestra.'""  At some shows, adult-only audiences (over age 16) are invited for ""Parent-Teacher Conferences,"" also known as ""adult night at the Bee.""  These performances are peppered with sexual references and profanity inspired by R-rated ad-libs made during rehearsals.
The Broadway cast album was released on May 31, 2005 and is available from Ghostlight Records, an imprint of Sh-K-Boom Records. The original Broadway cast recording was nominated for a Grammy Award.",28.42857143,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0
116,The Addams Family,9694.705263157895,80.0421052631579,15.789473684210526,912390.4421052631,65.25263157894737,6.905263157894737,7.6,95,0.0,Neutral,"The Addams Family is a  musical comedy with music and lyrics by Andrew Lippa and the book by Marshall Brickman and Rick Elice. The show is based upon The Addams Family characters created by Charles Addams in his single-panel gag cartoons, which depict a ghoulish American family with an affinity for all things macabre. Although numerous film and television adaptations of Addams' cartoons exist, the musical is the first stage show based on the characters. The Addams Family is also the first show produced by Elephant Eye Theatricals.After a tryout in Chicago in 2009, the musical opened on Broadway in April 2010. The original cast featured Nathan Lane as Gomez and Bebe Neuwirth as Morticia.  The production closed on December 31, 2011.
A revised national tour of North America began in September 2011. The production has won numerous awards including the Drama League Award and Drama Desk Award, as well as the Chicago production winning the Jeff Award, and has been nominated for several others.
The UK premiere of The Addams Family was announced on 5 September 2016, and opened at the Edinburgh Festival Theatre in Edinburgh in April 2017 before embarking on a major UK tour.",20.42857143,21.73684211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1.0
117,The Book Of Mormon,8732.695804195804,102.65734265734265,15.65034965034965,1529381.4300699302,114.53496503496504,6.4020979020979025,7.895104895104895,286,0.0,Positive,"The Book of Mormon is a musical comedy. First staged in 2011, the play makes light of various Mormon beliefs and practices, but ultimately endorses the positive power of love and service. The script, lyrics, and music were written by Trey Parker, Robert Lopez, and Matt Stone. Parker and Stone were best known for creating the animated comedy South Park; Lopez had co-written the music for the musical Avenue Q.
The Book of Mormon follows two Mormon missionaries as they attempt to preach the Mormon religion to the inhabitants of a remote Ugandan village. The earnest young men are challenged by the lack of interest of the locals, who are distracted by more pressing issues such as AIDS, famine and oppression from the village warlords.In 2003, after Parker and Stone saw Avenue Q, they met with the musical's co-writer Lopez and began developing the musical, meeting sporadically for several years. Parker and Stone grew up in Colorado, and references to The Church of Jesus Christ of Latter-day Saints had been commonplace in their previous works. For research, the trio took a trip to Salt Lake City to meet with current and former Mormon missionaries. Beginning in 2008, developmental workshops were staged. The show's producers, Scott Rudin and Anne Garefino, opted to open the show directly on Broadway.
The show opened on Broadway in March 2011, after nearly seven years of development. The Church of Jesus Christ of Latter-day Saints responded indifferently; however, they did purchase advertising space in its playbill in later runs. The Book of Mormon garnered overwhelmingly positive critical responses, and set records in ticket sales for the Eugene O'Neill Theatre. The show was awarded nine Tony Awards, one of which was for Best Musical, and a Grammy Award for Best Musical Theater Album. The original Broadway cast recording became the highest-charting Broadway cast album in over four decades, reaching number three on the Billboard charts. In 2013, the musical premiered in the West End, followed by two US national tours. A production in Melbourne and the first non-English version, in Stockholm, both opened in January 2017. Productions in Oslo and Copenhagen followed. 
The Book of Mormon has grossed over $500 million, making it one of the most successful musicals of all time.",50.57142857,29.74242424,0.0,1.0,1.0,1.0,1.0,0.0,4.0,117.0,0.0
118,The Bridges Of Madison County,5623.055555555556,73.22222222222223,15.222222222222221,373885.05555555556,39.27777777777778,3.111111111111111,5.555555555555555,18,0.0,Neutral,"The Bridges of Madison County is a musical, based on Robert James Waller's 1992 novel, with a book by Marsha Norman and music and lyrics by Jason Robert Brown. The musical premiered on Broadway at the Gerald Schoenfeld Theatre on February 20, 2014, and closed on May 18, 2014. The Broadway production was directed by Bartlett Sher and starred Kelli O'Hara as Francesca and Steven Pasquale as Robert. Brown's work on the musical won the 2014 Tony Awards for ""Best Original Score"" and ""Best Orchestrations"" after the Broadway production had already closed.",19.57142857,16.31666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,1.0
